processes: 1 best_num_of_gate: 596.0 4294967295.0random_test:724.1 baseline_run_result:<mtlPy.XmgStats object at 0x7f5a60159c70> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f5a601777f0>
05/13/2022, 13:10:34
05/13/2022, 15:15:06
processes: 1 best_num_of_gate: 596.0 4294967295.0random_test:789.6 baseline_run_result:<mtlPy.XmgStats object at 0x7fad10b79ab0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7fad10b7b230>
05/13/2022, 15:17:07
05/13/2022, 17:20:34
processes: 1 best_num_of_gate: 601.0 4294967295.0random_test:769.6 baseline_run_result:<mtlPy.XmgStats object at 0x7f4f80e673f0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f4f77bab9b0>
05/13/2022, 17:22:07
05/13/2022, 19:01:42
processes: 1 best_num_of_gate: 594.0 4294967295.0random_test:710.1 baseline_run_result:<mtlPy.XmgStats object at 0x7f3c14c4d930> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f3c14c50030>
05/13/2022, 19:03:45
05/13/2022, 21:08:03
processes: 1 best_num_of_gate: 599.0 4294967295.0random_test:741.9 baseline_run_result:<mtlPy.XmgStats object at 0x7f093e8f8df0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f093e8f8630>
05/13/2022, 21:10:42
05/13/2022, 22:53:56
processes: 1 best_num_of_gate: 598.0 4294967295.0random_test:711.2 baseline_run_result:<mtlPy.XmgStats object at 0x7ff28a162db0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7ff2896faaf0>
05/13/2022, 22:56:06
05/14/2022, 00:48:53
processes: 1 best_num_of_gate: 596.0 4294967295.0random_test:718.0 baseline_run_result:<mtlPy.XmgStats object at 0x7f4252941c30> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f425294b870>
05/14/2022, 00:51:10
05/14/2022, 02:45:17
processes: 1 best_num_of_gate: 599.0 4294967295.0random_test:753.5 baseline_run_result:<mtlPy.XmgStats object at 0x7fbc8ac6d130> baseline_double_run_result:<mtlPy.XmgStats object at 0x7fbc8aa62a70>
05/14/2022, 02:48:14
05/14/2022, 04:37:14
processes: 1 best_num_of_gate: 602.0 4294967295.0random_test:761.3 baseline_run_result:<mtlPy.XmgStats object at 0x7f319226f330> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f3191fa7c30>
05/14/2022, 04:38:53
05/14/2022, 06:53:59
